DATE,CO,NO,NO2,O3,T,RH,P,G,PM1.0,PM2.5,PM10,WD,WS
2020-08-03,183.44755654761917,-3.809414434523809,6.896709821428563,55.43644717261907,36.23263169642856,38.42934895833334,1008.4534672619035,801.0725342261899,5.047786458333333,6.812834821428571,7.40453869047619,231.35286086309512,1.2922247023809526
2020-08-04,217.783050347222,-3.637032986111109,15.884365162037032,47.63550057870368,33.701410300925936,40.76716493055559,1007.754351851851,1008.3613524305567,5.328703703703702,7.324580439814817,7.995760995370368,224.67575405092586,1.336305555555557
2020-08-05,169.27496407046823,-4.492546940194717,23.14411219286046,47.98196221604076,29.188076611033846,52.31555343069065,1006.2314667362068,1747.0367107093205,3.1273035465924903,4.314991886879927,4.736236671302735,175.14341910060264,2.2464058878071396
2020-08-06,149.25251366120236,-2.1996599878567102,23.486914086217375,20.528129933211904,24.904634183363704,60.84264268366727,1006.4175865209465,1401.0317455980571,1.4111642380085003,1.9323011536126293,2.1312993321190046,201.14779902853692,0.5056572556162718
